season,team,player_id,pfr_id,esb_id,gsis_it_id,smart_id,player_name,first_name,last_name,football_name,position,depth_chart_position,ngs_position,jersey_number,status,birth_date,age,height,weight,college,years_exp,entry_year,rookie_year,draft_club,draft_number
2003,CLV,00-0003395,,CON755290,,3200434f-4e75-5290-1a07-9a500bc49c5e,Brett Conway,Brett,Conway,Brett,K,,,5,ACT,1975-03-08,28,74.0,208.0,,6,1997,1997,GB,90
2003,NYG,00-0003395,,CON755290,,3200434f-4e75-5290-1a07-9a500bc49c5e,Brett Conway,Brett,Conway,Brett,K,,,9,ACT,1975-03-08,28,74.0,208.0,,6,1997,1997,GB,90
2002,SD,00-0003396,,CON757886,,3200434f-4e75-7886-6272-386995630659,Curtis Conway,Curtis,Conway,Curtis,WR,,,80,ACT,1971-01-13,31,73.0,196.0,,9,1993,1993,CHI,7
2003,NYJ,00-0003396,,CON757886,,3200434f-4e75-7886-6272-386995630659,Curtis Conway,Curtis,Conway,Curtis,WR,,,81,ACT,1971-01-13,32,73.0,196.0,,10,1993,1993,CHI,7
2004,SF,00-0003396,,CON757886,,3200434f-4e75-7886-6272-386995630659,Curtis Conway,Curtis,Conway,Curtis,WR,,,89,ACT,1971-01-13,33,73.0,200.0,,11,1993,1993,CHI,7
2002,SL,00-0003400,,CON783841,,3200434f-4e78-3841-d044-bc69e36b66c9,Ernie Conwell,Ernie,Conwell,Ernie,TE,,,84,ACT,1972-08-17,30,74.0,265.0,,6,1996,1996,SL,59
2003,NO,00-0003400,,CON783841,,3200434f-4e78-3841-d044-bc69e36b66c9,Ernie Conwell,Ernie,Conwell,Ernie,TE,,,85,RES,1972-08-17,31,74.0,265.0,,7,1996,1996,SL,59
2004,NO,00-0003400,,CON783841,,3200434f-4e78-3841-d044-bc69e36b66c9,Ernie Conwell,Ernie,Conwell,Ernie,TE,,,85,ACT,1972-08-17,32,74.0,255.0,,8,1996,1996,SL,59
2005,NO,00-0003400,,CON783841,,3200434f-4e78-3841-d044-bc69e36b66c9,Ernie Conwell,Ernie,Conwell,Ernie,TE,,,85,RES,1972-08-17,33,74.0,255.0,,9,1996,1996,SL,59
2006,NO,00-0003400,,CON783841,,3200434f-4e78-3841-d044-bc69e36b66c9,Ernie Conwell,Ernie,Conwell,Ernie,TE,,,85,RES,1972-08-17,34,74.0,255.0,,10,1996,1996,SL,59
2002,PHI,00-0003422,,COO225571,,3200434f-4f22-5571-25bf-e5fc8b6be9aa,Rashard Cook,Rashard,Cook,Rashard,FS,,,42,RES,1977-04-18,25,71.0,205.0,,3,1999,1999,CHI,184
2002,SF,00-0003501,,COR777340,,3200434f-5277-7340-467f-968488c537cd,Jose Cortez,Jose,Cortez,Jose,K,,,6,ACT,1975-05-27,27,71.0,200.0,,3,1999,1999,,
2002,WAS,00-0003501,,COR777340,,3200434f-5277-7340-467f-968488c537cd,Jose Cortez,Jose,Cortez,Jose,K,,,8,ACT,1975-05-27,27,71.0,200.0,,3,1999,1999,,
2003,MIN,00-0003501,,COR777340,,3200434f-5277-7340-467f-968488c537cd,Jose Cortez,Jose,Cortez,Jose,K,,,1,CUT,1975-05-27,28,71.0,200.0,,4,1999,1999,,
2004,MIN,00-0003501,,COR777340,,3200434f-5277-7340-467f-968488c537cd,Jose Cortez,Jose,Cortez,Jose,K,,,1,ACT,1975-05-27,29,71.0,200.0,,5,1999,1999,,
2005,DAL,00-0003501,,COR777340,,3200434f-5277-7340-467f-968488c537cd,Jose Cortez,Jose,Cortez,Jose,K,,,2,ACT,1975-05-27,30,71.0,200.0,,6,1999,1999,,
2005,IND,00-0003501,,COR777340,,3200434f-5277-7340-467f-968488c537cd,Jose Cortez,Jose,Cortez,Jose,K,,,6,ACT,1975-05-27,30,71.0,200.0,,6,1999,1999,,
2005,PHI,00-0003501,,COR777340,,3200434f-5277-7340-467f-968488c537cd,Jose Cortez,Jose,Cortez,Jose,K,,,6,ACT,1975-05-27,30,71.0,200.0,,6,1999,1999,,
2005,SF,00-0003501,,COR777340,,3200434f-5277-7340-467f-968488c537cd,Jose Cortez,Jose,Cortez,Jose,K,,,1,ACT,1975-05-27,30,71.0,200.0,,6,1999,1999,,
2002,SL,00-0003516,,COT013945,,3200434f-5401-3945-defa-9c04060b6722,Chad Cota,Chad,Cota,Chad,FS,,,37,ACT,1971-08-08,31,72.0,196.0,,7,1995,1995,CAR,209
2002,CLV,00-0003535,,COU041732,,3200434f-5504-1732-4557-70304a24cc3b,Tim Couch,Timothy,Couch,Tim,QB,,,2,ACT,1977-07-31,25,76.0,227.0,,3,1999,1999,CLV,1
2003,CLV,00-0003535,,COU041732,,3200434f-5504-1732-4557-70304a24cc3b,Tim Couch,Timothy,Couch,Tim,QB,,,2,ACT,1977-07-31,26,76.0,220.0,,4,1999,1999,CLV,1
2002,CAR,00-0003547,,COU610935,,3200434f-5561-0935-12ab-0a0e0dbcc500,Terry Cousin,Terry,Cousin,Terry,CB,,,21,ACT,1975-04-11,27,69.0,181.0,,5,1997,1997,,
2003,CAR,00-0003547,,COU610935,,3200434f-5561-0935-12ab-0a0e0dbcc500,Terry Cousin,Terry,Cousin,Terry,CB,,,21,ACT,1975-04-11,28,69.0,185.0,,6,1997,1997,,
2004,NYG,00-0003547,,COU610935,,3200434f-5561-0935-12ab-0a0e0dbcc500,Terry Cousin,Terry,Cousin,Terry,CB,,,22,ACT,1975-04-11,29,69.0,185.0,,7,1997,1997,,
2005,JAX,00-0003547,,COU610935,,3200434f-5561-0935-12ab-0a0e0dbcc500,Terry Cousin,Terry,Cousin,Terry,CB,,,21,ACT,1975-04-11,30,69.0,185.0,,8,1997,1997,,
2006,JAX,00-0003547,,COU610935,,3200434f-5561-0935-12ab-0a0e0dbcc500,Terry Cousin,Terry,Cousin,Terry,CB,,,21,ACT,1975-04-11,31,69.0,185.0,,9,1997,1997,,
2007,JAX,00-0003547,,COU610935,,3200434f-5561-0935-12ab-0a0e0dbcc500,Terry Cousin,Terry,Cousin,Terry,CB,,,21,ACT,1975-04-11,32,69.0,188.0,,10,1997,1997,,
2008,CLV,00-0003547,,COU610935,,3200434f-5561-0935-12ab-0a0e0dbcc500,Terry Cousin,Terry,Cousin,Terry,CB,,,25,ACT,1975-04-11,33,69.0,185.0,,11,1997,1997,,
2002,SL,00-0003557,,COV562272,,3200434f-5656-2272-ff89-b334ef221ddc,Scott Covington,Scott,Covington,Scott,QB,,,4,ACT,1976-01-17,26,75.0,217.0,,3,1999,1999,CIN,245
2003,SL,00-0003557,,COV562272,,3200434f-5656-2272-ff89-b334ef221ddc,Scott Covington,Scott,Covington,Scott,QB,,,4,ACT,1976-01-17,27,75.0,217.0,,4,1999,1999,CIN,245
2002,NYJ,00-0003563,,COW336216,,3200434f-5733-6216-dfa0-e11e2372ca0c,Sam Cowart,Samuel,Cowart,Sam,OLB,,,56,ACT,1975-02-26,27,74.0,245.0,,4,1998,1998,BUF,39
2003,NYJ,00-0003563,,COW336216,,3200434f-5733-6216-dfa0-e11e2372ca0c,Sam Cowart,Samuel,Cowart,Sam,MLB,,,56,ACT,1975-02-26,28,74.0,245.0,,5,1998,1998,BUF,39
2004,NYJ,00-0003563,,COW336216,,3200434f-5733-6216-dfa0-e11e2372ca0c,Sam Cowart,Samuel,Cowart,Sam,MLB,,,56,ACT,1975-02-26,29,74.0,245.0,,6,1998,1998,BUF,39
2005,MIN,00-0003563,,COW336216,,3200434f-5733-6216-dfa0-e11e2372ca0c,Sam Cowart,Samuel,Cowart,Sam,MLB,,,55,ACT,1975-02-26,30,74.0,245.0,,7,1998,1998,BUF,39
2002,NO,00-0003572,,COX152273,,3200434f-5815-2273-ea67-e276135136f4,Bryan Cox,Bryan,Cox,Bryan,MLB,,,51,ACT,1968-02-17,34,76.0,250.0,,11,1991,1991,MIA,113
2002,JAX,00-0003597,,CRA155133,,32004352-4115-5133-5aa5-a4a01f0ccb47,Jason Craft,Jason,Craft,Jason,CB,,,29,ACT,1976-02-13,26,70.0,179.0,,3,1999,1999,JAX,160
2003,JAX,00-0003597,,CRA155133,,32004352-4115-5133-5aa5-a4a01f0ccb47,Jason Craft,Jason,Craft,Jason,CB,,,29,RES,1976-02-13,27,70.0,179.0,,4,1999,1999,JAX,160
2004,NO,00-0003597,,CRA155133,,32004352-4115-5133-5aa5-a4a01f0ccb47,Jason Craft,Jason,Craft,Jason,CB,,,21,ACT,1976-02-13,28,70.0,187.0,,5,1999,1999,JAX,160
2005,NO,00-0003597,,CRA155133,,32004352-4115-5133-5aa5-a4a01f0ccb47,Jason Craft,Jason,Craft,Jason,CB,,,21,ACT,1976-02-13,29,70.0,187.0,,6,1999,1999,JAX,160
2006,NO,00-0003597,,CRA155133,,32004352-4115-5133-5aa5-a4a01f0ccb47,Jason Craft,Jason,Craft,Jason,CB,,,21,ACT,1976-02-13,30,70.0,187.0,,7,1999,1999,JAX,160
2007,NO,00-0003597,,CRA155133,,32004352-4115-5133-5aa5-a4a01f0ccb47,Jason Craft,Jason,Craft,Jason,CB,,,21,ACT,1976-02-13,31,70.0,187.0,,8,1999,1999,JAX,160
2008,NO,00-0003597,,CRA155133,,32004352-4115-5133-5aa5-a4a01f0ccb47,Jason Craft,Jason,Craft,Jason,CB,,,21,ACT,1976-02-13,32,70.0,187.0,,9,1999,1999,JAX,160
2008,SL,00-0003597,,CRA155133,,32004352-4115-5133-5aa5-a4a01f0ccb47,Jason Craft,Jason,Craft,Jason,CB,,,31,ACT,1976-02-13,32,70.0,187.0,,9,1999,1999,JAX,160
2002,MIN,00-0003660,,CRO026651,,32004352-4f02-6651-fa32-cd13daca6795,Henri Crockett,Henri,Crockett,Henri,OLB,,,52,ACT,1974-10-28,27,74.0,238.0,,5,1997,1997,ATL,100
2003,MIN,00-0003660,,CRO026651,,32004352-4f02-6651-fa32-cd13daca6795,Henri Crockett,Henri,Crockett,Henri,OLB,,,52,ACT,1974-10-28,28,74.0,238.0,,6,1997,1997,ATL,100
2002,KC,00-0003661,,CRO025060,,32004352-4f02-5060-ca6d-b2a17c52a7dd,Ray Crockett,Donald,Crockett,Ray,CB,,,39,ACT,1967-01-05,35,70.0,185.0,,13,1989,1989,DET,86
2002,OAK,00-0003663,,CRO076373,,32004352-4f07-6373-c771-498ee26e4abf,Zack Crockett,Zachary,Crockett,Zack,FB,,,32,ACT,1972-12-02,29,74.0,240.0,,7,1995,1995,IND,79
2003,OAK,00-0003663,,CRO076373,,32004352-4f07-6373-c771-498ee26e4abf,Zack Crockett,Zachary,Crockett,Zack,FB,,,32,ACT,1972-12-02,30,74.0,240.0,,8,1995,1995,IND,79
2004,OAK,00-0003663,,CRO076373,,32004352-4f07-6373-c771-498ee26e4abf,Zack Crockett,Zachary,Crockett,Zack,FB,,,32,ACT,1972-12-02,31,74.0,240.0,,9,1995,1995,IND,79
2005,OAK,00-0003663,,CRO076373,,32004352-4f07-6373-c771-498ee26e4abf,Zack Crockett,Zachary,Crockett,Zack,FB,,,32,ACT,1972-12-02,32,74.0,240.0,,10,1995,1995,IND,79
2006,OAK,00-0003663,,CRO076373,,32004352-4f07-6373-c771-498ee26e4abf,Zack Crockett,Zachary,Crockett,Zack,FB,,,32,ACT,1972-12-02,33,74.0,240.0,,11,1995,1995,IND,79
2007,DAL,00-0003663,,CRO076373,,32004352-4f07-6373-c771-498ee26e4abf,Zack Crockett,Zachary,Crockett,Zack,FB,,,32,CUT,1972-12-02,34,74.0,240.0,,12,1995,1995,IND,79
2007,TB,00-0003663,,CRO076373,,32004352-4f07-6373-c771-498ee26e4abf,Zack Crockett,Zachary,Crockett,Zack,FB,,,30,CUT,1972-12-02,34,74.0,240.0,,12,1995,1995,IND,79
2002,IND,00-0003676,,CRO365160,,32004352-4f36-5160-c3bc-b3e6bee869df,Cliff Crosby,Clifton,Crosby,Cliff,CB,,,31,ACT,1974-09-17,27,70.0,179.0,,3,1999,1999,,
2003,IND,00-0003676,,CRO365160,,32004352-4f36-5160-c3bc-b3e6bee869df,Cliff Crosby,Clifton,Crosby,Cliff,CB,,,31,ACT,1974-09-17,28,70.0,179.0,,4,1999,1999,,
2002,DET,00-0003700,,CRO733900,,32004352-4f73-3900-5c47-5547cb62c061,Germane Crowell,Germane,Crowell,Germane,WR,,,82,ACT,1976-09-13,25,75.0,222.0,,4,1998,1998,DET,50
2002,MIN,00-0003739,,CUL586056,,32004355-4c58-6056-a454-cb19b95e8f55,Daunte Culpepper,Daunte,Culpepper,Daunte,QB,,,11,ACT,1977-01-28,25,76.0,260.0,,3,1999,1999,MIN,11
2003,MIN,00-0003739,,CUL586056,,32004355-4c58-6056-a454-cb19b95e8f55,Daunte Culpepper,Daunte,Culpepper,Daunte,QB,,,11,ACT,1977-01-28,26,76.0,260.0,,4,1999,1999,MIN,11
2004,MIN,00-0003739,,CUL586056,,32004355-4c58-6056-a454-cb19b95e8f55,Daunte Culpepper,Daunte,Culpepper,Daunte,QB,,,11,ACT,1977-01-28,27,76.0,264.0,,5,1999,1999,MIN,11
2005,MIN,00-0003739,,CUL586056,,32004355-4c58-6056-a454-cb19b95e8f55,Daunte Culpepper,Daunte,Culpepper,Daunte,QB,,,11,RES,1977-01-28,28,76.0,264.0,,6,1999,1999,MIN,11
2006,MIA,00-0003739,,CUL586056,,32004355-4c58-6056-a454-cb19b95e8f55,Daunte Culpepper,Daunte,Culpepper,Daunte,QB,,,8,RES,1977-01-28,29,76.0,265.0,,7,1999,1999,MIN,11
2007,OAK,00-0003739,,CUL586056,,32004355-4c58-6056-a454-cb19b95e8f55,Daunte Culpepper,Daunte,Culpepper,Daunte,QB,,,8,RES,1977-01-28,30,76.0,260.0,,8,1999,1999,MIN,11
2008,DET,00-0003739,,CUL586056,,32004355-4c58-6056-a454-cb19b95e8f55,Daunte Culpepper,Daunte,Culpepper,Daunte,QB,,,11,ACT,1977-01-28,31,76.0,260.0,,9,1999,1999,MIN,11
2009,DET,00-0003739,,CUL586056,,32004355-4c58-6056-a454-cb19b95e8f55,Daunte Culpepper,Daunte,Culpepper,Daunte,QB,,,11,ACT,1977-01-28,32,76.0,260.0,,10,1999,1999,MIN,11
2002,JAX,00-0003762,,CUN717586,,32004355-4e71-7586-7b01-22252e1f8076,Richie Cunningham,Richie,Cunningham,Richie,K,,,7,CUT,1970-08-18,32,70.0,167.0,,8,1994,1994,,
2002,CIN,00-0003794,,CUR630462,,32004355-5263-0462-84d0-3959a0e5a540,Canute Curtis,Canute,Curtis,Canute,OLB,,,98,ACT,1974-08-04,28,74.0,257.0,,5,1997,1997,CIN,176
2002,PIT,00-0003803,,CUS373761,,32004355-5337-3761-47c5-546da0dba3db,Matt Cushing,Matthew,Cushing,Matt,TE,,,48,ACT,1975-07-02,27,76.0,260.0,,4,1998,1998,,
2003,PIT,00-0003803,,CUS373761,,32004355-5337-3761-47c5-546da0dba3db,Matt Cushing,Matthew,Cushing,Matt,TE,,,48,ACT,1975-07-02,28,76.0,260.0,,5,1998,1998,,
2004,PIT,00-0003803,,CUS373761,,32004355-5337-3761-47c5-546da0dba3db,Matt Cushing,Matthew,Cushing,Matt,TE,,,48,ACT,1975-07-02,29,76.0,251.0,,6,1998,1998,,
2002,DEN,00-0003838,,DAL680900,,32004441-4c68-0900-a05d-44f5f89fc066,Lional Dalton,Lional,Dalton,Lional,DT,,,94,ACT,1975-02-21,27,73.0,309.0,,4,1998,1998,,
2003,WAS,00-0003838,,DAL680900,,32004441-4c68-0900-a05d-44f5f89fc066,Lional Dalton,Lional,Dalton,Lional,DT,,,95,ACT,1975-02-21,28,73.0,309.0,,5,1998,1998,,
2004,KC,00-0003838,,DAL680900,,32004441-4c68-0900-a05d-44f5f89fc066,Lional Dalton,Lional,Dalton,Lional,DT,,,75,ACT,1975-02-21,29,73.0,315.0,,6,1998,1998,,
2005,KC,00-0003838,,DAL680900,,32004441-4c68-0900-a05d-44f5f89fc066,Lional Dalton,Lional,Dalton,Lional,DT,,,75,ACT,1975-02-21,30,73.0,315.0,,7,1998,1998,,
2006,HST,00-0003838,,DAL680900,,32004441-4c68-0900-a05d-44f5f89fc066,Lional Dalton,Lional,Dalton,Lional,DT,,,75,RES,1975-02-21,31,73.0,315.0,,8,1998,1998,,
2006,KC,00-0003838,,DAL680900,,32004441-4c68-0900-a05d-44f5f89fc066,Lional Dalton,Lional,Dalton,Lional,DT,,,75,RES,1975-02-21,31,73.0,315.0,,8,1998,1998,,
2002,CHI,00-0003874,,DAN576866,,32004441-4e57-6866-1904-975edd71bea6,Phillip Daniels,Phillip,Daniels,Phillip,DE,,,93,ACT,1973-03-04,29,77.0,288.0,,6,1996,1996,SEA,99
2003,CHI,00-0003874,,DAN576866,,32004441-4e57-6866-1904-975edd71bea6,Phillip Daniels,Phillip,Daniels,Phillip,DE,,,93,ACT,1973-03-04,30,77.0,288.0,,7,1996,1996,SEA,99
2004,WAS,00-0003874,,DAN576866,,32004441-4e57-6866-1904-975edd71bea6,Phillip Daniels,Phillip,Daniels,Phillip,DE,,,93,RES,1973-03-04,31,75.0,288.0,,8,1996,1996,SEA,99
2005,WAS,00-0003874,,DAN576866,,32004441-4e57-6866-1904-975edd71bea6,Phillip Daniels,Phillip,Daniels,Phillip,DE,,,93,ACT,1973-03-04,32,75.0,290.0,,9,1996,1996,SEA,99
2006,WAS,00-0003874,,DAN576866,,32004441-4e57-6866-1904-975edd71bea6,Phillip Daniels,Phillip,Daniels,Phillip,DE,,,93,ACT,1973-03-04,33,75.0,290.0,,10,1996,1996,SEA,99
2007,WAS,00-0003874,,DAN576866,,32004441-4e57-6866-1904-975edd71bea6,Phillip Daniels,Phillip,Daniels,Phillip,DE,,,93,ACT,1973-03-04,34,76.0,276.0,,11,1996,1996,SEA,99
2009,WAS,00-0003874,,DAN576866,,32004441-4e57-6866-1904-975edd71bea6,Phillip Daniels,Phillip,Daniels,Phillip,DE,,,93,ACT,1973-03-04,36,78.0,305.0,,13,1996,1996,SEA,99
2010,WAS,00-0003874,,DAN576866,,32004441-4e57-6866-1904-975edd71bea6,Phillip Daniels,Phillip,Daniels,Phillip,DE,,,93,RES,1973-03-04,37,77.0,302.0,,14,1996,1996,SEA,99
2002,TB,00-0003888,,DAR122891,,32004441-5212-2891-da22-f86ef7da25e1,Chuck Darby,Chatric,Darby,Chuck,DT,,,91,ACT,1975-10-22,26,72.0,270.0,,4,1998,1998,,
2003,TB,00-0003888,,DAR122891,,32004441-5212-2891-da22-f86ef7da25e1,Chuck Darby,Chatric,Darby,Chuck,NT,,,91,ACT,1975-10-22,27,72.0,270.0,,5,1998,1998,,
2004,TB,00-0003888,,DAR122891,,32004441-5212-2891-da22-f86ef7da25e1,Chuck Darby,Chatric,Darby,Chuck,DT,,,91,ACT,1975-10-22,28,72.0,298.0,,6,1998,1998,,
2005,SEA,00-0003888,,DAR122891,,32004441-5212-2891-da22-f86ef7da25e1,Chuck Darby,Chatric,Darby,Chuck,DT,,,91,ACT,1975-10-22,29,72.0,270.0,,7,1998,1998,,
2006,SEA,00-0003888,,DAR122891,,32004441-5212-2891-da22-f86ef7da25e1,Chuck Darby,Chatric,Darby,Chuck,DT,,,91,ACT,1975-10-22,30,72.0,298.0,,8,1998,1998,,
2007,SEA,00-0003888,,DAR122891,,32004441-5212-2891-da22-f86ef7da25e1,Chuck Darby,Chatric,Darby,Chuck,DT,,,91,RES,1975-10-22,31,72.0,297.0,,9,1998,1998,,
2008,DET,00-0003888,,DAR122891,,32004441-5212-2891-da22-f86ef7da25e1,Chuck Darby,Chatric,Darby,Chuck,NT,,,91,ACT,1975-10-22,32,72.0,297.0,,10,1998,1998,,
2009,DET,00-0003888,,DAR122891,,32004441-5212-2891-da22-f86ef7da25e1,Chuck Darby,Chatric,Darby,Chuck,NT,,,91,CUT,1975-10-22,33,72.0,302.0,,11,1998,1998,,
2002,JAX,00-0003897,,DAR336714,,32004441-5233-6714-b5e4-8ad12b5b8651,Donovin Darius,Donovin,Darius,Donovin,SS,,,20,ACT,1975-08-12,27,73.0,214.0,,4,1998,1998,JAX,25
2003,JAX,00-0003897,,DAR336714,,32004441-5233-6714-b5e4-8ad12b5b8651,Donovin Darius,Donovin,Darius,Donovin,SS,,,20,ACT,1975-08-12,28,73.0,214.0,,5,1998,1998,JAX,25
2004,JAX,00-0003897,,DAR336714,,32004441-5233-6714-b5e4-8ad12b5b8651,Donovin Darius,Donovin,Darius,Donovin,SS,,,20,ACT,1975-08-12,29,73.0,225.0,,6,1998,1998,JAX,25
2005,JAX,00-0003897,,DAR336714,,32004441-5233-6714-b5e4-8ad12b5b8651,Donovin Darius,Donovin,Darius,Donovin,SS,,,20,RES,1975-08-12,30,73.0,225.0,,7,1998,1998,JAX,25
2006,JAX,00-0003897,,DAR336714,,32004441-5233-6714-b5e4-8ad12b5b8651,Donovin Darius,Donovin,Darius,Donovin,SS,,,20,RES,1975-08-12,31,73.0,225.0,,8,1998,1998,JAX,25
2007,MIA,00-0003897,,DAR336714,,32004441-5233-6714-b5e4-8ad12b5b8651,Donovin Darius,Donovin,Darius,Donovin,SS,,,40,CUT,1975-08-12,32,73.0,225.0,,9,1998,1998,JAX,25
2002,NYJ,00-0003902,,DAR366462,,32004441-5236-6462-e2cf-5a6d4824fd21,James Darling,James,Darling,James,OLB,,,51,ACT,1974-12-29,27,72.0,250.0,,5,1997,1997,PHI,57
2003,ARZ,00-0003902,,DAR366462,,32004441-5236-6462-e2cf-5a6d4824fd21,James Darling,James,Darling,James,OLB,,,51,ACT,1974-12-29,28,73.0,250.0,,6,1997,1997,PHI,57
2004,ARZ,00-0003902,,DAR366462,,32004441-5236-6462-e2cf-5a6d4824fd21,James Darling,James,Darling,James,OLB,,,51,ACT,1974-12-29,29,73.0,246.0,,7,1997,1997,PHI,57
2005,ARZ,00-0003902,,DAR366462,,32004441-5236-6462-e2cf-5a6d4824fd21,James Darling,James,Darling,James,MLB,,,51,ACT,1974-12-29,30,73.0,247.0,,8,1997,1997,PHI,57
2006,ARZ,00-0003902,,DAR366462,,32004441-5236-6462-e2cf-5a6d4824fd21,James Darling,James,Darling,James,MLB,,,51,RES,1974-12-29,31,73.0,245.0,,9,1997,1997,PHI,57
2002,SL,00-0003970,,DAV266679,,32004441-5626-6679-7f7b-068e5b5cab73,Don Davis,Don,Davis,Don,OLB,,,58,ACT,1972-12-17,29,73.0,234.0,,7,1995,1995,,
2003,NE,00-0003970,,DAV266679,,32004441-5626-6679-7f7b-068e5b5cab73,Don Davis,Don,Davis,Don,ILB,,,51,ACT,1972-12-17,30,73.0,234.0,,8,1995,1995,,
2004,NE,00-0003970,,DAV266679,,32004441-5626-6679-7f7b-068e5b5cab73,Don Davis,Don,Davis,Don,ILB,,,51,ACT,1972-12-17,31,73.0,235.0,,9,1995,1995,,
2005,NE,00-0003970,,DAV266679,,32004441-5626-6679-7f7b-068e5b5cab73,Don Davis,Don,Davis,Don,ILB,,,51,ACT,1972-12-17,32,73.0,235.0,,10,1995,1995,,
2006,NE,00-0003970,,DAV266679,,32004441-5626-6679-7f7b-068e5b5cab73,Don Davis,Don,Davis,Don,ILB,,,51,RES,1972-12-17,33,73.0,235.0,,11,1995,1995,,
2002,DET,00-0003977,,DAV306762,,32004441-5630-6762-6242-9784f32fceb0,Eric Davis,Eric,Davis,Eric,CB,,,26,ACT,1968-01-26,34,71.0,185.0,,12,1990,1990,SF,53
2002,SF,00-0004000,,DAV441063,,32004441-5644-1063-a09c-666edc3a67ff,Jerome Davis,Jerome,Davis,Jerome,T,,,76,ACT,1974-03-04,28,77.0,290.0,,5,1997,1997,,
2003,SF,00-0004000,,DAV441063,,32004441-5644-1063-a09c-666edc3a67ff,Jerome Davis,Jerome,Davis,Jerome,T,,,76,ACT,1974-03-04,29,77.0,290.0,,6,1997,1997,,
2004,SF,00-0004000,,DAV441063,,32004441-5644-1063-a09c-666edc3a67ff,Jerome Davis,Jerome,Davis,Jerome,T,,,75,ACT,1974-03-04,30,77.0,300.0,,7,1997,1997,,
2002,CHI,00-0004004,,DAV485862,,32004441-5648-5862-c5b8-f7d9952f7e22,John Davis,John,Davis,John,TE,,,82,ACT,1973-05-14,29,76.0,264.0,,8,1994,1994,DAL,138
2002,GB,00-0004038,,DAV692085,,32004441-5669-2085-e0c8-958d3f69bbe0,Rob Davis,Robert,Davis,Rob,C,,,60,ACT,1968-12-10,33,75.0,284.0,,9,1993,1993,,
2003,GB,00-0004038,,DAV692085,,32004441-5669-2085-e0c8-958d3f69bbe0,Rob Davis,Robert,Davis,Rob,C,,,60,ACT,1968-12-10,34,75.0,284.0,,10,1993,1993,,
2004,GB,00-0004038,,DAV692085,,32004441-5669-2085-e0c8-958d3f69bbe0,Rob Davis,Robert,Davis,Rob,C,,,60,ACT,1968-12-10,35,75.0,283.0,,11,1993,1993,,
2005,GB,00-0004038,,DAV692085,,32004441-5669-2085-e0c8-958d3f69bbe0,Rob Davis,Robert,Davis,Rob,LS,,,60,ACT,1968-12-10,36,75.0,284.0,,12,1993,1993,,
2006,GB,00-0004038,,DAV692085,,32004441-5669-2085-e0c8-958d3f69bbe0,Rob Davis,Robert,Davis,Rob,LS,,,60,ACT,1968-12-10,37,75.0,284.0,,13,1993,1993,,
2007,GB,00-0004038,,DAV692085,,32004441-5669-2085-e0c8-958d3f69bbe0,Rob Davis,Robert,Davis,Rob,LS,,,60,ACT,1968-12-10,38,75.0,284.0,,14,1993,1993,,
2002,ARZ,00-0004046,,DAV722013,,32004441-5672-2013-5d52-50d6fc2061da,Russell Davis,Russell,Davis,Russell,DT,,,98,ACT,1975-03-28,27,76.0,316.0,,3,1999,1999,CHI,48
2003,ARZ,00-0004046,,DAV722013,,32004441-5672-2013-5d52-50d6fc2061da,Russell Davis,Russell,Davis,Russell,NT,,,98,ACT,1975-03-28,28,76.0,306.0,,4,1999,1999,CHI,48
2004,ARZ,00-0004046,,DAV722013,,32004441-5672-2013-5d52-50d6fc2061da,Russell Davis,Russell,Davis,Russell,NT,,,98,ACT,1975-03-28,29,76.0,310.0,,5,1999,1999,CHI,48
2005,ARZ,00-0004046,,DAV722013,,32004441-5672-2013-5d52-50d6fc2061da,Russell Davis,Russell,Davis,Russell,NT,,,98,RES,1975-03-28,30,76.0,306.0,,6,1999,1999,CHI,48
2006,SEA,00-0004046,,DAV722013,,32004441-5672-2013-5d52-50d6fc2061da,Russell Davis,Russell,Davis,Russell,DT,,,95,ACT,1975-03-28,31,76.0,306.0,,7,1999,1999,CHI,48
2007,NYG,00-0004046,,DAV722013,,32004441-5672-2013-5d52-50d6fc2061da,Russell Davis,Russell,Davis,Russell,DT,,,99,ACT,1975-03-28,32,76.0,306.0,,8,1999,1999,CHI,48
2002,WAS,00-0004052,,DAV751941,,32004441-5675-1941-5aab-1806442fb0b8,Stephen Davis,Stephen,Davis,Stephen,RB,,,48,ACT,1974-03-01,28,72.0,230.0,,6,1996,1996,WAS,102
2003,CAR,00-0004052,,DAV751941,,32004441-5675-1941-5aab-1806442fb0b8,Stephen Davis,Stephen,Davis,Stephen,RB,,,48,ACT,1974-03-01,29,72.0,230.0,,7,1996,1996,WAS,102
2004,CAR,00-0004052,,DAV751941,,32004441-5675-1941-5aab-1806442fb0b8,Stephen Davis,Stephen,Davis,Stephen,RB,,,48,RES,1974-03-01,30,72.0,230.0,,8,1996,1996,WAS,102
2005,CAR,00-0004052,,DAV751941,,32004441-5675-1941-5aab-1806442fb0b8,Stephen Davis,Stephen,Davis,Stephen,RB,,,48,RES,1974-03-01,31,72.0,230.0,,9,1996,1996,WAS,102
2006,SL,00-0004052,,DAV751941,,32004441-5675-1941-5aab-1806442fb0b8,Stephen Davis,Stephen,Davis,Stephen,RB,,,48,ACT,1974-03-01,32,72.0,230.0,,10,1996,1996,WAS,102
