draft_season,pick,team,team_draft_code,franchise_id,position,draft_position_group,roster_context_available,roster_context_season,prev_roster_players,prev_roster_active_players,prev_roster_avg_age,prev_roster_active_avg_age,prev_roster_avg_years_exp,prev_roster_active_avg_years_exp,prev_roster_rookies,prev_roster_young_players,prev_roster_veterans_5plus,prev_roster_drafted_players,prev_roster_top100_draftees,prev_roster_avg_draft_number,prev_same_position_group_players,prev_same_position_group_active_players,prev_same_position_group_share,prev_same_position_group_active_share,prev_same_position_group_avg_age,prev_same_position_group_avg_years_exp,prev_same_position_group_rookies,prev_same_position_group_young_players,prev_same_position_group_veterans_5plus,prev_same_position_group_drafted_players,prev_same_position_group_top100_draftees
1994,8,SEA,SEA,SEA,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,9,CLE,CLE,CLE,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,10,ARI,ARI,ARI,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,11,CHI,CHI,CHI,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,12,NYJ,NYJ,NYJ,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,13,NOR,NOR,NO,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,14,PHI,PHI,PHI,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,15,RAM,RAM,LAR,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,16,GNB,GNB,GB,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,17,PIT,PIT,PIT,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,18,MIN,MIN,MIN,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,19,MIN,MIN,MIN,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,20,MIA,MIA,MIA,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,21,DET,DET,DET,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,22,RAI,RAI,LVR,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,23,DAL,DAL,DAL,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,24,NYG,NYG,NYG,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,25,KAN,KAN,KC,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,26,HOU,HOU,HOU,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,27,BUF,BUF,BUF,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,28,SFO,SFO,SF,FB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,29,CLE,CLE,CLE,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,30,CIN,CIN,CIN,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,31,WAS,WAS,WAS,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,32,IND,IND,IND,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,33,RAM,RAM,LAR,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,34,TAM,TAM,TB,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,35,NWE,NWE,NE,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,36,SEA,SEA,SEA,C,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,37,PHI,PHI,PHI,NT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,38,ARI,ARI,ARI,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,39,CHI,CHI,CHI,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,40,MIN,MIN,MIN,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,41,NYJ,NYJ,NYJ,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,42,PHI,PHI,PHI,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,43,SDG,SDG,LAC,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,44,NOR,NOR,NO,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,45,ATL,ATL,ATL,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,46,DAL,DAL,DAL,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,47,NYG,NYG,NYG,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,48,BUF,BUF,BUF,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,49,RAM,RAM,LAR,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,50,PIT,PIT,PIT,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,51,DEN,DEN,DEN,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,52,RAI,RAI,LVR,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,53,SFO,SFO,SF,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,54,MIA,MIA,MIA,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,55,MIN,MIN,MIN,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,56,RAM,RAM,LAR,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,57,DET,DET,DET,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,58,KAN,KAN,KC,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,59,NYG,NYG,NYG,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,60,HOU,HOU,HOU,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,61,BUF,BUF,BUF,TE,TE,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,62,SFO,SFO,SF,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,63,SDG,SDG,LAC,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,64,BUF,BUF,BUF,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,65,MIA,MIA,MIA,C,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,66,CIN,CIN,CIN,FB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,67,IND,IND,IND,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,68,WAS,WAS,WAS,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,69,TAM,TAM,TB,TE,TE,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,70,SDG,SDG,LAC,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,71,RAM,RAM,LAR,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,72,ATL,ATL,ATL,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,73,SEA,SEA,SEA,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,74,CHI,CHI,CHI,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,75,CLE,CLE,CLE,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,76,ARI,ARI,ARI,C,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,77,PHI,PHI,PHI,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,78,NWE,NWE,NE,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,79,NOR,NOR,NO,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,80,RAI,RAI,LVR,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,81,BUF,BUF,BUF,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,82,SDG,SDG,LAC,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,83,RAM,RAM,LAR,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,84,GNB,GNB,GB,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,85,SFO,SFO,SF,K,ST,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,86,CIN,CIN,CIN,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,87,SFO,SFO,SF,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,88,PIT,PIT,PIT,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,89,ARI,ARI,ARI,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,90,NWE,NWE,NE,C,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,91,PIT,PIT,PIT,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,92,KAN,KAN,KC,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,93,DET,DET,DET,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,94,NYJ,NYJ,NYJ,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,95,NYG,NYG,NYG,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,96,KAN,KAN,KC,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,97,WAS,WAS,WAS,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,98,BUF,BUF,BUF,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,99,ATL,ATL,ATL,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,100,RAM,RAM,LAR,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,101,HOU,HOU,HOU,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,102,DAL,DAL,DAL,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,103,PHI,PHI,PHI,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,104,CIN,CIN,CIN,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,105,WAS,WAS,WAS,TE,TE,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,106,IND,IND,IND,TE,TE,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,107,ARI,ARI,ARI,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,108,RAM,RAM,LAR,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,109,DAL,DAL,DAL,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,110,SEA,SEA,SEA,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,111,ATL,ATL,ATL,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,112,MIA,MIA,MIA,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,113,ARI,ARI,ARI,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,114,CHI,CHI,CHI,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,115,ARI,ARI,ARI,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,116,NOR,NOR,NO,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,117,NYJ,NYJ,NYJ,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,118,ATL,ATL,ATL,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,119,HOU,HOU,HOU,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,120,RAI,RAI,LVR,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,121,NWE,NWE,NE,TE,TE,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,122,PIT,PIT,PIT,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,123,DEN,DEN,DEN,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,124,DET,DET,DET,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,125,MIN,MIN,MIN,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,126,GNB,GNB,GB,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,127,KAN,KAN,KC,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,128,NYG,NYG,NYG,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,129,HOU,HOU,HOU,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,130,BUF,BUF,BUF,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,131,DAL,DAL,DAL,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,132,CIN,CIN,CIN,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,133,IND,IND,IND,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,134,MIN,MIN,MIN,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,135,NWE,NWE,NE,P,ST,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,136,TAM,TAM,TB,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,137,SDG,SDG,LAC,TE,TE,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,138,ATL,ATL,ATL,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,139,ARI,ARI,ARI,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,140,PIT,PIT,PIT,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,141,CLE,CLE,CLE,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,142,NOR,NOR,NO,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,143,NOR,NOR,NO,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,144,PHI,PHI,PHI,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,145,SDG,SDG,LAC,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,146,GNB,GNB,GB,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,147,MIA,MIA,MIA,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,148,PIT,PIT,PIT,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,149,GNB,GNB,GB,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,150,SDG,SDG,LAC,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,151,KAN,KAN,KC,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,152,NYJ,NYJ,NYJ,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,153,SFO,SFO,SF,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,154,DET,DET,DET,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,155,NYG,NYG,NYG,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,156,KAN,KAN,KC,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,157,HOU,HOU,HOU,TE,TE,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,158,BUF,BUF,BUF,TE,TE,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,159,RAI,RAI,LVR,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,160,SDG,SDG,LAC,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,161,HOU,HOU,HOU,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,162,CIN,CIN,CIN,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,163,WAS,WAS,WAS,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,164,IND,IND,IND,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,165,TAM,TAM,TB,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,166,NWE,NWE,NE,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,167,RAM,RAM,LAR,TE,TE,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,168,NWE,NWE,NE,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,169,GNB,GNB,GB,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,170,CHI,CHI,CHI,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,171,CLE,CLE,CLE,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,172,ARI,ARI,ARI,TE,TE,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,173,NYJ,NYJ,NYJ,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,174,PHI,PHI,PHI,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,175,GNB,GNB,GB,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,176,NOR,NOR,NO,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,177,MIA,MIA,MIA,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,178,PIT,PIT,PIT,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,179,MIN,MIN,MIN,TE,TE,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,180,PIT,PIT,PIT,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,181,GNB,GNB,GB,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,182,SFO,SFO,SF,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,183,DET,DET,DET,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,184,CIN,CIN,CIN,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,185,KAN,KAN,KC,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,186,NYG,NYG,NYG,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,187,HOU,HOU,HOU,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,188,BUF,BUF,BUF,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,189,RAM,RAM,LAR,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,190,GNB,GNB,GB,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,191,DAL,DAL,DAL,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,192,BUF,BUF,BUF,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,193,PHI,PHI,PHI,P,ST,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,194,HOU,HOU,HOU,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,195,CIN,CIN,CIN,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,196,IND,IND,IND,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,197,WAS,WAS,WAS,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,198,NWE,NWE,NE,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,199,KAN,KAN,KC,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,200,TAM,TAM,TB,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,201,ATL,ATL,ATL,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,202,SEA,SEA,SEA,TE,TE,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,203,CLE,CLE,CLE,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,204,ARI,ARI,ARI,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,205,CHI,CHI,CHI,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,206,PHI,PHI,PHI,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,207,SDG,SDG,LAC,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,208,NYJ,NYJ,NYJ,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,209,PIT,PIT,PIT,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,210,DEN,DEN,DEN,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,211,MIN,MIN,MIN,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,212,DEN,DEN,DEN,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,213,NOR,NOR,NO,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,214,MIA,MIA,MIA,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,215,DET,DET,DET,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,216,DAL,DAL,DAL,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,217,RAI,RAI,LVR,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,218,DEN,DEN,DEN,C,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,219,KAN,KAN,KC,TE,TE,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,220,HOU,HOU,HOU,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,221,BUF,BUF,BUF,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1994,222,NWE,NWE,NE,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,1,CIN,CIN,CIN,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,JAX,JAX,JAX,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,HOU,HOU,HOU,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,WAS,WAS,WAS,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,5,CAR,CAR,CAR,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,STL,STL,LAR,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,7,PHI,PHI,PHI,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,SEA,SEA,SEA,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,NYJ,NYJ,NYJ,TE,TE,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,SFO,SFO,SF,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,MIN,MIN,MIN,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,TAM,TAM,TB,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,13,NOR,NOR,NO,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,14,BUF,BUF,BUF,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,15,IND,IND,IND,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,16,NYJ,NYJ,NYJ,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,17,NYG,NYG,NYG,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,18,OAK,OAK,LVR,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,19,JAX,JAX,JAX,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,20,DET,DET,DET,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,21,CHI,CHI,CHI,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,22,CAR,CAR,CAR,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,23,NWE,NWE,NE,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,24,MIN,MIN,MIN,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,25,MIA,MIA,MIA,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,26,ATL,ATL,ATL,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,27,PIT,PIT,PIT,TE,TE,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,28,TAM,TAM,TB,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,29,CAR,CAR,CAR,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,30,CLE,CLE,CLE,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,31,KAN,KAN,KC,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,32,GNB,GNB,GB,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,33,NYJ,NYJ,NYJ,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,34,SDG,SDG,LAC,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,35,HOU,HOU,HOU,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,36,CAR,CAR,CAR,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,37,WAS,WAS,WAS,C,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,38,STL,STL,LAR,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,39,SEA,SEA,SEA,TE,TE,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,40,JAX,JAX,JAX,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,41,ATL,ATL,ATL,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,42,MIN,MIN,MIN,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,43,TAM,TAM,TB,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,44,NOR,NOR,NO,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,45,BUF,BUF,BUF,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,46,DAL,DAL,DAL,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,47,ARI,ARI,ARI,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,48,IND,IND,IND,TE,TE,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,49,OAK,OAK,LVR,C,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,50,PHI,PHI,PHI,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,51,SDG,SDG,LAC,RB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,52,CHI,CHI,CHI,DE,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,53,MIA,MIA,MIA,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,54,NYG,NYG,NYG,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,55,MIN,MIN,MIN,DB,DB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,56,CHI,CHI,CHI,P,ST,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,57,NWE,NWE,NE,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,58,PHI,PHI,PHI,T,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,59,DAL,DAL,DAL,TE,TE,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,60,PIT,PIT,PIT,QB,QB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,61,SDG,SDG,LAC,WR,WR,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,62,STL,STL,LAR,C,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,63,DAL,DAL,DAL,G,OL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,64,JAX,JAX,JAX,LB,LB,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,65,GNB,GNB,GB,DT,DL,False,,,,,,,,,,,,,,,,,,,,,,,,
1995,66,GNB,GNB,GB,FB,RB,False,,,,,,,,,,,,,,,,,,,,,,,,
