roster_row_id,season,team,team_draft_code,franchise_id,player_id,pfr_id,esb_id,smart_id,player_name,first_name,last_name,football_name,position_raw,depth_chart_position_clean,roster_position,position_group,jersey_number,status,status_group,is_active,birth_date,age,height,weight,bmi,college,years_exp,entry_year,rookie_year,draft_club,draft_number,draft_round_est,is_rookie,is_young_player,is_veteran_5plus,is_drafted,is_top100_draftee
2002_GB_00-0020964,2002,GB,GNB,GB,00-0020964,,FIS613162,32004649-5361-3162-6652-55257cc471ea,Tony Fisher,Tony,Fisher,Tony,RB,UNK,RB,RB,40.0,ACT,active,1,1979-10-12,22.0,73.0,222.0,29.28617001313567,,0.0,2002.0,2002.0,,,,1,1,0,0,0
2002_GB_00-0020431,2002,GB,GNB,GB,00-0020431,,MAR466404,32004d41-5246-6404-e180-8307c672a19c,Torrance Marshall,Torrance,Marshall,Torrance,MLB,UNK,MLB,LB,51.0,ACT,active,1,1977-06-12,25.0,74.0,250.0,32.0945945945946,,1.0,2001.0,2001.0,GB,72.0,3.0,0,1,0,1,1
2002_GB_00-0004063,2002,GB,GNB,GB,00-0004063,,DAV783739,32004441-5678-3739-36cc-bb44744a4d42,Tyrone Davis,Tyrone,Davis,Tyrone,TE,UNK,TE,TE,81.0,ACT,active,1,1972-06-30,30.0,76.0,260.0,31.644736842105264,,7.0,1995.0,1995.0,NYJ,107.0,4.0,0,0,1,1,0
2002_GB_00-0017948,2002,GB,GNB,GB,00-0017948,,WIL550885,32005749-4c55-0885-1fb4-71529a88c815,Tyrone Williams,Upton,Williams,Tyrone,CB,UNK,CB,DB,37.0,ACT,active,1,1973-05-31,29.0,71.0,193.0,26.915096211069233,,6.0,1996.0,1996.0,GB,93.0,3.0,0,0,1,1,1
2002_GB_00-0007611,2002,GB,GNB,GB,00-0007611,,HOL229554,3200484f-4c22-9554-4992-b76e77382e8a,Vonnie Holliday,Dimetry,Holliday,Vonnie,DE,UNK,DE,DL,90.0,ACT,active,1,1975-12-11,26.0,77.0,290.0,34.38522516444594,,4.0,1998.0,1998.0,GB,19.0,1.0,0,0,0,1,1
2002_GB_00-0007254,2002,GB,GNB,GB,00-0007254,,HEN148874,32004845-4e14-8874-8a15-339d6f7fd449,William Henderson,William,Henderson,William,FB,UNK,FB,RB,33.0,ACT,active,1,1971-02-19,31.0,73.0,249.0,32.84800150121974,,7.0,1995.0,1995.0,GB,66.0,3.0,0,0,1,1,1
2002_HST_00-0006034,2002,HST,HOU,HOU,00-0006034,,GLE126430,3200474c-4512-6430-eee9-da3b42c95ace,Aaron Glenn,Aaron,Glenn,Aaron,CB,UNK,CB,DB,31.0,ACT,active,1,1972-07-16,30.0,69.0,185.0,27.31674018063432,,8.0,1994.0,1994.0,NYJ,12.0,1.0,0,0,1,1,1
2002_HST_00-0021121,2002,HST,HOU,HOU,00-0021121,,HAR344956,32004841-5234-4956-78df-a96a89887d35,Atnaf Harris,Atnaf,Harris,Atnaf,WR,UNK,WR,WR,81.0,ACT,active,1,1979-02-27,23.0,73.0,182.0,24.009382623381494,,0.0,2002.0,2002.0,,,,1,1,0,0,0
2002_HST_00-0019547,2002,HST,HOU,HOU,00-0019547,,BLA008651,3200424c-4100-8651-4aa5-c0f01d9d495e,Avion Black,Avion,Black,Avion,WR,UNK,WR,WR,88.0,ACT,active,1,1977-04-24,25.0,71.0,185.0,25.799444554651856,,2.0,2000.0,2000.0,BUF,121.0,4.0,0,1,0,1,0
2002_HST_00-0019981,2002,HST,HOU,HOU,00-0019981,,HAL189000,32004841-4c18-9000-78f2-445c649ca32b,Barry Hall,Barry,Hall,Barry,T,UNK,T,OL,72.0,ACT,active,1,1977-11-23,24.0,78.0,311.0,35.935733070348455,,1.0,2001.0,2001.0,,,,0,1,0,0,0
2002_HST_00-0011236,2002,HST,HOU,HOU,00-0011236,,MIL141332,32004d49-4c14-1332-16e6-cc2eb792a572,Billy Miller,Billy,Miller,Billy,TE,UNK,TE,TE,82.0,ACT,active,1,1977-04-24,25.0,75.0,230.0,28.744888888888887,,3.0,1999.0,1999.0,DEN,218.0,7.0,0,0,0,1,0
2002_HST_00-0015471,2002,HST,HOU,HOU,00-0015471,,SPI237055,32005350-4923-7055-e047-ce8a794a192d,Cameron Spikes,Cameron,Spikes,Cameron,T,UNK,T,OL,78.0,ACT,active,1,1976-11-06,25.0,74.0,323.0,41.46621621621622,,3.0,1999.0,1999.0,SL,145.0,5.0,0,0,0,1,0
2002_HST_00-0012452,2002,HST,HOU,HOU,00-0012452,,OVE152616,32004f56-4515-2616-47bb-7973abd2188a,Chad Overhauser,Chad,Overhauser,Chad,C,UNK,C,OL,79.0,CUT,cut,0,1975-06-17,27.0,76.0,314.0,38.2171052631579,,4.0,1998.0,1998.0,CHI,217.0,7.0,0,0,0,1,0
2002_HST_00-0015550,2002,HST,HOU,HOU,00-0015550,,STA438265,32005354-4143-8265-b2a1-03911732e24c,Chad Stanley,Benjamin,Stanley,Chad,P,UNK,P,ST,7.0,ACT,active,1,1976-01-29,26.0,75.0,205.0,25.620444444444445,,3.0,1999.0,1999.0,,,,0,0,0,0,0
2002_HST_00-0020396,2002,HST,HOU,HOU,00-0020396,,DOR513485,3200444f-5251-3485-c132-e3ac294eb2b2,Char-ron Dorsey,Char-ron,Dorsey,Char-ron,T,UNK,T,OL,66.0,CUT,cut,0,1977-11-05,24.0,78.0,388.0,44.83300460223537,,1.0,2001.0,2001.0,DAL,242.0,8.0,0,1,0,1,0
2002_HST_00-0021208,2002,HST,HOU,HOU,00-0021208,,HIL142249,32004849-4c14-2249-b94d-f4a8ba40bf48,Charles Hill,Charles,Hill,Charles,NT,UNK,NT,DL,94.0,ACT,active,1,1980-11-01,21.0,74.0,293.0,37.61486486486486,,0.0,2002.0,2002.0,HST,83.0,3.0,1,1,0,1,1
2002_HST_00-0021178,2002,HST,HOU,HOU,00-0021178,,PIT260860,32005049-5426-0860-82fe-a861eba942f6,Chester Pitts,Chester,Pitts,Chester,T,UNK,T,OL,69.0,ACT,active,1,1979-06-26,23.0,75.0,320.0,39.99288888888889,,0.0,2002.0,2002.0,HST,50.0,2.0,1,1,0,1,1
2002_HST_00-0002720,2002,HST,HOU,HOU,00-0002720,,CAR630486,32004341-5263-0486-b1da-1e5e95529e0e,Chris Carter,Chris,Carter,Chris,FS,UNK,FS,DB,36.0,CUT,cut,0,1974-09-27,27.0,74.0,212.0,27.216216216216218,,5.0,1997.0,1997.0,NE,89.0,3.0,0,0,1,1,1
2002_HST_00-0001627,2002,HST,HOU,HOU,00-0001627,,BRA096357,32004252-4109-6357-ac2a-dc7317401208,Corey Bradford,Corey,Bradford,Corey,WR,UNK,WR,WR,85.0,ACT,active,1,1975-12-08,26.0,73.0,197.0,25.988177894539312,,4.0,1998.0,1998.0,GB,150.0,5.0,0,0,0,1,0
2002_HST_00-0014618,2002,HST,HOU,HOU,00-0014618,,SEA512568,32005345-4151-2568-eaf8-465e7c26f6f4,Corey Sears,Corey,Sears,Corey,DE,UNK,DE,DL,92.0,ACT,active,1,1973-04-15,29.0,75.0,319.0,39.86791111111111,,6.0,1996.0,1996.0,,,,0,0,1,0,0
2002_HST_00-0020608,2002,HST,HOU,HOU,00-0020608,CarrDa00,CAR358385,32004341-5235-8385-eb2b-066031a675fe,David Carr,David,Carr,David,QB,UNK,QB,QB,8.0,ACT,active,1,1979-07-21,23.0,75.0,230.0,28.744888888888887,,0.0,2002.0,2002.0,HST,1.0,1.0,1,1,0,1,1
2002_HST_00-0006202,2002,HST,HOU,HOU,00-0006202,,GRA169441,32004752-4116-9441-e759-40a882124c13,DeMingo Graham,DeMingo,Graham,DeMingo,G,UNK,G,OL,70.0,SUS,inactive_or_exception,0,1973-09-10,28.0,75.0,310.0,38.74311111111111,,4.0,1998.0,1998.0,,,,0,0,0,0,0
2002_HST_00-0021286,2002,HST,HOU,HOU,00-0021286,,FAG574023,32004641-4757-4023-fda9-0abf9cfd0784,Demarcus Faggins,Demarcus,Faggins,Demarcus,CB,UNK,CB,DB,38.0,ACT,active,1,1979-06-13,23.0,70.0,178.0,25.537551020408163,,0.0,2002.0,2002.0,HST,173.0,6.0,1,1,0,1,0
2002_HST_00-0020903,2002,HST,HOU,HOU,00-0020903,,STA480815,32005354-4148-0815-e8a8-e6f192515605,Ed Ieremia-Stansbury,Edmund,Ieremia-Stansbury,Ed,FB,UNK,FB,RB,40.0,CUT,cut,0,1979-05-03,23.0,72.0,257.0,34.851658950617285,,0.0,2002.0,2002.0,,,,1,1,0,0,0
2002_HST_00-0001931,2002,HST,HOU,HOU,00-0001931,,BRO429318,32004252-4f42-9318-5e9c-c57d64dba0cf,Eric Brown,Eric,Brown,Eric,SS,UNK,SS,DB,24.0,ACT,active,1,1975-03-20,27.0,72.0,210.0,28.47800925925926,,4.0,1998.0,1998.0,DEN,61.0,2.0,0,0,0,1,1
2002_HST_00-0019697,2002,HST,HOU,HOU,00-0019697,,FLO326295,3200464c-4f32-6295-50aa-98b23b0b6193,Erik Flowers,Erik,Flowers,Erik,OLB,UNK,OLB,LB,93.0,ACT,active,1,1978-03-01,24.0,76.0,273.0,33.22697368421053,,2.0,2000.0,2000.0,BUF,26.0,1.0,0,1,0,1,1
2002_HST_00-0019487,2002,HST,HOU,HOU,00-0019487,,MUR192830,32004d55-5219-2830-fcbf-48df43ac44bd,Frank Murphy,Frank,Murphy,Frank,WR,UNK,WR,WR,83.0,ACT,active,1,1977-02-11,25.0,72.0,206.0,27.93557098765432,,2.0,2000.0,2000.0,CHI,170.0,6.0,0,1,0,1,0
2002_HST_00-0021193,2002,HST,HOU,HOU,00-0021193,,WEA046301,32005745-4104-6301-8cf9-d3d51a925317,Fred Weary,Fred,Weary,Fred,G,UNK,G,OL,61.0,ACT,active,1,1977-09-30,24.0,76.0,308.0,37.48684210526316,,0.0,2002.0,2002.0,HST,66.0,3.0,1,1,0,1,1
2002_HST_00-0017033,2002,HST,HOU,HOU,00-0017033,,WAL163713,32005741-4c16-3713-d77d-21d3b104fc6e,Gary Walker,Gary,Walker,Gary,DE,UNK,DE,DL,96.0,ACT,active,1,1973-02-28,29.0,74.0,305.0,39.1554054054054,,7.0,1995.0,1995.0,HOU,159.0,5.0,0,0,1,1,0
2002_HST_00-0021099,2002,HST,HOU,HOU,00-0021099,,GRE226240,32004752-4522-6240-35d8-1f15103ea08c,Howard Green,Howard,Green,Howard,DE,UNK,DE,DL,90.0,ACT,active,1,1979-01-12,23.0,74.0,331.0,42.49324324324324,,0.0,2002.0,2002.0,HST,190.0,6.0,1,1,0,1,0
2002_HST_00-0019461,2002,HST,HOU,HOU,00-0019461,,DAW561271,32004441-5756-1271-9e18-e5e13ebb08de,JaJuan Dawson,JaJuan,Dawson,JaJuan,WR,UNK,WR,WR,87.0,ACT,active,1,1977-11-05,24.0,73.0,197.0,25.988177894539312,,2.0,2000.0,2000.0,CLV,79.0,3.0,0,1,0,1,1
2002_HST_00-0021163,2002,HST,HOU,HOU,00-0021163,GaffJa00,GAF203145,32004741-4620-3145-648b-f694fb0472cb,Jabar Gaffney,Derrick,Gaffney,Jabar,WR,UNK,WR,WR,86.0,ACT,active,1,1980-12-01,21.0,73.0,193.0,25.460499155563895,,0.0,2002.0,2002.0,HST,33.0,2.0,1,1,0,1,1
2002_HST_00-0020373,2002,HST,HOU,HOU,00-0020373,,HOL365682,3200484f-4c36-5682-7d35-edb0adc16bd5,Jabari Holloway,Jabari,Holloway,Jabari,TE,UNK,TE,TE,89.0,ACT,active,1,1978-12-18,23.0,74.0,260.0,33.37837837837838,,1.0,2001.0,2001.0,NE,119.0,4.0,0,1,0,1,0
2002_HST_00-0000210,2002,HST,HOU,HOU,00-0000210,,ALL436745,3200414c-4c43-6745-6a07-948d378a104e,James Allen,James,Allen,James,RB,UNK,RB,RB,20.0,ACT,active,1,1975-03-28,27.0,70.0,215.0,30.84591836734694,,5.0,1997.0,1997.0,,,,0,0,1,0,0
2002_HST_00-0014725,2002,HST,HOU,HOU,00-0014725,,SHA505803,32005348-4150-5803-48ac-1af324a601a2,Jamie Sharper,Jamie,Sharper,Jamie,MLB,UNK,MLB,LB,55.0,ACT,active,1,1974-11-23,27.0,75.0,240.0,29.994666666666667,,5.0,1997.0,1997.0,BLT,34.0,2.0,0,0,1,1,1
2002_HST_00-0021253,2002,HST,HOU,HOU,00-0021253,,BAX626752,32004241-5862-6752-d85d-e997167fc82e,Jarrod Baxter,Jarrod,Baxter,Jarrod,FB,UNK,FB,RB,47.0,ACT,active,1,1979-03-09,23.0,72.0,245.0,33.22434413580247,,0.0,2002.0,2002.0,HST,136.0,5.0,1,1,0,1,0
2002_HST_00-0020110,2002,HST,HOU,HOU,00-0020110,,BEL380661,32004245-4c38-0661-1a15-d6a7ca2129a6,Jason Bell,Jason,Bell,Jason,CB,UNK,CB,DB,33.0,ACT,active,1,1978-04-01,24.0,72.0,182.0,24.68094135802469,,1.0,2001.0,2001.0,,,,0,1,0,0,0
2002_HST_00-0019519,2002,HST,HOU,HOU,00-0019519,,LAM042107,32004c41-4d04-2107-8b58-efb163e69de5,Jason Lamar,Jason,Lamar,Jason,MLB,UNK,MLB,LB,58.0,RES,reserve,0,1978-11-10,23.0,72.0,228.0,30.91898148148148,,2.0,2000.0,2000.0,,,,0,1,0,0,0
2002_HST_00-0014902,2002,HST,HOU,HOU,00-0014902,,SIM194449,32005349-4d19-4449-73a0-eac5ce7f3a79,Jason Simmons,Jason,Simmons,Jason,CB,UNK,CB,DB,30.0,ACT,active,1,1976-03-30,26.0,69.0,198.0,29.236294896030245,,4.0,1998.0,1998.0,PIT,137.0,5.0,0,0,0,1,0
2002_HST_00-0005434,2002,HST,HOU,HOU,00-0005434,,FOR395369,3200464f-5239-5369-35cb-78b132bdda24,Jay Foreman,Jamal,Foreman,Jay,ILB,UNK,ILB,LB,56.0,ACT,active,1,1976-02-18,26.0,73.0,240.0,31.66072433852505,,3.0,1999.0,1999.0,BUF,156.0,5.0,0,0,0,1,0
2002_HST_00-0013141,2002,HST,HOU,HOU,00-0013141,,POS178116,3200504f-5317-8116-d9c9-40489cfe3efd,Jeff Posey,Jeffery,Posey,Jeff,OLB,UNK,OLB,LB,98.0,ACT,active,1,1975-08-14,27.0,76.0,249.0,30.30592105263158,,5.0,1997.0,1997.0,,,,0,0,1,0,0
2002_HST_00-0010962,2002,HST,HOU,HOU,00-0010962,,MCK471125,32004d43-4b47-1125-55cd-016fe72cd8b9,Jeremy McKinney,Jeremy,McKinney,Jeremy,G,UNK,G,OL,66.0,RES,reserve,0,1976-01-06,26.0,78.0,301.0,34.780243261012494,,4.0,1998.0,1998.0,,,,0,0,0,0,0
2002_HST_00-0009869,2002,HST,HOU,HOU,00-0009869,,LEW376340,32004c45-5737-6340-2456-8e0aa906ae07,Jermaine Lewis,Jermaine,Lewis,Jermaine,WR,UNK,WR,WR,84.0,ACT,active,1,1974-10-16,27.0,67.0,180.0,28.188906215192695,,6.0,1996.0,1996.0,BLT,153.0,5.0,0,0,1,1,0
2002_HST_00-0019285,2002,HST,HOU,HOU,00-0019285,,DEL532565,32004445-4c53-2565-faa9-bec9c8754f35,Jerry DeLoach,Jerry,DeLoach,Jerry,DE,UNK,DE,DL,95.0,ACT,active,1,1977-07-17,25.0,74.0,315.0,40.439189189189186,,2.0,2000.0,2000.0,,,,0,1,0,0,0
2002_HST_00-0007324,2002,HST,HOU,HOU,00-0007324,,HER388035,32004845-5238-8035-edb1-894e328c0027,Jimmy Herndon,James,Herndon,Jimmy,T,UNK,T,OL,75.0,ACT,active,1,1973-08-30,29.0,80.0,318.0,34.9303125,,6.0,1996.0,1996.0,JAX,146.0,5.0,0,0,1,1,0
2002_HST_00-0020908,2002,HST,HOU,HOU,00-0020908,,MCC328047,32004d43-4332-8047-d6b8-07663160251e,Jimmy McClain,Jimmy,McClain,Jimmy,MLB,UNK,MLB,LB,51.0,ACT,active,1,1980-07-23,22.0,72.0,231.0,31.325810185185187,,0.0,2002.0,2002.0,,,,1,1,0,0,0
2002_HST_00-0021223,2002,HST,HOU,HOU,00-0021223,,WEL453476,32005745-4c45-3476-2fd4-5af45311b875,Jonathan Wells,Jonathan,Wells,Jonathan,RB,UNK,RB,RB,32.0,ACT,active,1,1979-07-21,23.0,73.0,245.0,32.320322762244324,,0.0,2002.0,2002.0,HST,99.0,4.0,1,1,0,1,1
2002_HST_00-0018168,2002,HST,HOU,HOU,00-0018168,,WON199339,3200574f-4e19-9339-de7f-0f48db7a3944,Kailee Wong,Kailee,Wong,Kailee,OLB,UNK,OLB,LB,52.0,ACT,active,1,1976-05-23,26.0,74.0,250.0,32.0945945945946,,4.0,1998.0,1998.0,MIN,51.0,2.0,0,0,0,1,1
2002_HST_00-0011413,2002,HST,HOU,HOU,00-0011413,,MIT194933,32004d49-5419-4933-40dc-9063fd825c74,Keith Mitchell,Keith,Mitchell,Keith,OLB,UNK,OLB,LB,59.0,ACT,active,1,1974-07-24,28.0,74.0,245.0,31.4527027027027,,5.0,1997.0,1997.0,,,,0,0,1,0,0
2002_HST_00-0018308,2002,HST,HOU,HOU,00-0018308,,WRI490795,32005752-4949-0795-e835-140ea07d00db,Kenny Wright,Kenny,Wright,Kenny,CB,UNK,CB,DB,43.0,ACT,active,1,1977-09-14,24.0,73.0,205.0,27.043535372490147,,3.0,1999.0,1999.0,MIN,120.0,4.0,0,0,0,1,0
2002_HST_00-0017861,2002,HST,HOU,HOU,00-0017861,,WIL411952,32005749-4c41-1952-b39a-dc52b594c6c3,Kevin Williams,Kevin,Williams,Kevin,FS,UNK,FS,DB,23.0,ACT,active,1,1975-08-04,27.0,72.0,192.0,26.03703703703704,,4.0,1998.0,1998.0,NYJ,87.0,3.0,0,0,0,1,1
2002_HST_00-0001980,2002,HST,HOU,HOU,00-0001980,,BRO521985,32004252-4f52-1985-bb20-5663ab81e524,Kris Brown,Kristopher,Brown,Kris,K,UNK,K,ST,3.0,ACT,active,1,1976-12-23,25.0,71.0,206.0,28.728030152747472,,3.0,1999.0,1999.0,PIT,228.0,8.0,0,0,0,1,0
2002_HST_00-0020678,2002,HST,HOU,HOU,00-0020678,,HEB633435,32004845-4263-3435-73fd-b3fad407c20c,Kyries Hebert,Kyries,Hebert,Kyries,DB,UNK,DB,DB,34.0,ACT,active,1,1980-10-09,21.0,75.0,205.0,25.620444444444445,,0.0,2002.0,2002.0,,,,1,1,0,0,0
2002_HST_00-0003231,2002,HST,HOU,HOU,00-0003231,,COL303957,3200434f-4c30-3957-a86d-8629c22faa95,Marcus Coleman,Marcus,Coleman,Marcus,CB,UNK,CB,DB,42.0,ACT,active,1,1974-05-24,28.0,74.0,210.0,26.95945945945946,,6.0,1996.0,1996.0,NYJ,133.0,5.0,0,0,1,1,0
2002_HST_00-0015674,2002,HST,HOU,HOU,00-0015674,,STE627627,32005354-4562-7627-6e84-af2d73122968,Matt Stevens,Matt,Stevens,Matt,FS,UNK,FS,DB,26.0,ACT,active,1,1973-06-14,29.0,72.0,205.0,27.799961419753085,,6.0,1996.0,1996.0,BUF,87.0,3.0,0,0,1,1,1
2002_HST_00-0013341,2002,HST,HOU,HOU,00-0013341,,QUI675714,32005155-4967-5714-fe58-e864a72268a9,Mike Quinn,Mike,Quinn,Mike,QB,UNK,QB,QB,11.0,ACT,active,1,1974-04-15,28.0,76.0,216.0,26.289473684210527,,5.0,1997.0,1997.0,,,,0,0,1,0,0
2002_HST_00-0021394,2002,HST,HOU,HOU,00-0021394,,BRO565134,32004252-4f56-5134-d0da-ca1b70e0fed0,Milford Brown,Milford,Brown,Milford,G,UNK,G,OL,67.0,ACT,active,1,1980-08-15,22.0,76.0,316.0,38.46052631578947,,0.0,2002.0,2002.0,HST,182.0,6.0,1,1,0,1,0
2002_HST_00-0020508,2002,HST,HOU,HOU,00-0020508,,NOR510984,32004e4f-5251-0984-1512-3e31d3419101,Moran Norris,Torrance,Norris,Moran,FB,UNK,FB,RB,44.0,ACT,active,1,1978-06-16,24.0,73.0,250.0,32.9799211859636,,1.0,2001.0,2001.0,NO,115.0,4.0,0,1,0,1,0
2002_HST_00-0019675,2002,HST,HOU,HOU,00-0019675,,DEN392923,32004445-4e39-2923-d634-8dfd5952204a,Pat Dennis,Pat,Dennis,Pat,CB,UNK,CB,DB,28.0,RES,reserve,0,1978-06-30,24.0,72.0,203.0,27.528742283950617,,2.0,2000.0,2000.0,KC,162.0,6.0,0,1,0,1,0
2002_HST_00-0021266,2002,HST,HOU,HOU,00-0021266,,WAL295482,32005741-4c29-5482-d03b-580ceec8e80a,Ramon Walker,Ramon,Walker,Ramon,SS,UNK,SS,DB,41.0,RES,reserve,0,1979-11-08,22.0,71.0,197.0,27.47292203927792,,0.0,2002.0,2002.0,HST,153.0,5.0,1,1,0,1,0
2002_HST_00-0014211,2002,HST,HOU,HOU,00-0014211,,RUT748046,32005255-5474-8046-d6ac-7ba06eeb0217,Rod Rutledge,Roderick,Rutledge,Rod,TE,UNK,TE,TE,83.0,RES,reserve,0,1975-08-12,27.0,77.0,265.0,31.42098161578681,,4.0,1998.0,1998.0,NE,54.0,2.0,0,0,0,1,1
2002_HST_00-0014433,2002,HST,HOU,HOU,00-0014433,,SCH083955,32005343-4808-3955-58e2-dccaa54f317b,Ryan Schau,Ryan,Schau,Ryan,G,UNK,G,OL,65.0,RES,reserve,0,1975-12-30,26.0,78.0,300.0,34.6646942800789,,3.0,1999.0,1999.0,,,,0,0,0,0,0
2002_HST_00-0018440,2002,HST,HOU,HOU,00-0018440,,YOU571911,3200594f-5557-1911-ffb7-e470978742a9,Ryan Young,Ryan,Young,Ryan,T,UNK,T,OL,74.0,ACT,active,1,1976-06-28,26.0,77.0,320.0,37.9423174228369,,3.0,1999.0,1999.0,NYJ,223.0,7.0,0,0,0,1,0
2002_HST_00-0020293,2002,HST,HOU,HOU,00-0020293,,MCD206750,32004d43-4420-6750-e774-feb2b5ff4f69,Sean McDermott,Sean,McDermott,Sean,TE,UNK,TE,TE,80.0,ACT,active,1,1976-12-05,25.0,76.0,250.0,30.42763157894737,,1.0,2001.0,2001.0,,,,0,1,0,0,0
2002_HST_00-0012689,2002,HST,HOU,HOU,00-0012689,,PAY430672,32005041-5943-0672-7b41-5ed91d4ece96,Seth Payne,Seth,Payne,Seth,NT,UNK,NT,DL,91.0,ACT,active,1,1975-02-12,27.0,76.0,303.0,36.87828947368421,,5.0,1997.0,1997.0,JAX,114.0,4.0,0,0,1,1,0
2002_HST_00-0020517,2002,HST,HOU,HOU,00-0020517,,WOR709176,3200574f-5270-9176-1c2a-6b66d2027d1b,Shawn Worthen,Shawn,Worthen,Shawn,NT,UNK,NT,DL,97.0,ACT,active,1,1975-12-02,26.0,72.0,316.0,42.85262345679013,,1.0,2001.0,2001.0,MIN,130.0,5.0,0,1,0,1,0
2002_HST_00-0019500,2002,HST,HOU,HOU,00-0019500,,GID565759,32004749-4456-5759-a96e-f6dd416e2ba7,Sherrod Gideon,Sherrod,Gideon,Sherrod,WR,UNK,WR,WR,81.0,CUT,cut,0,1977-02-21,25.0,71.0,171.0,23.847054155921445,,2.0,2000.0,2000.0,NO,200.0,7.0,0,1,0,1,0
2002_HST_00-0010966,2002,HST,HOU,HOU,00-0010966,,MCK510203,32004d43-4b51-0203-8812-bcb5cf660609,Steve McKinney,Steve,McKinney,Steve,C,UNK,C,OL,76.0,ACT,active,1,1975-10-15,26.0,76.0,302.0,36.75657894736842,,4.0,1998.0,1998.0,IND,93.0,3.0,0,0,0,1,1
2002_HST_00-0019934,2002,HST,HOU,HOU,00-0019934,,THO386452,32005448-4f38-6452-32b9-34d37de71601,Tarlos Thomas,Tarlos,Thomas,Tarlos,T,UNK,T,OL,77.0,ACT,active,1,1977-08-23,25.0,77.0,330.0,39.12801484230056,,1.0,2001.0,2001.0,,,,0,1,0,0,0
2002_HST_00-0000722,2002,HST,HOU,HOU,00-0000722,,BAN403290,32004241-4e40-3290-11ed-db72d126dec4,Tony Banks,Tony,Banks,Tony,QB,UNK,QB,QB,12.0,ACT,active,1,1973-04-05,29.0,76.0,230.0,27.99342105263158,,6.0,1996.0,1996.0,SL,42.0,2.0,0,0,1,1,1
2002_HST_00-0001519,2002,HST,HOU,HOU,00-0001519,,BOS201535,3200424f-5320-1535-ec7e-3f49526c5295,Tony Boselli,Tony,Boselli,Tony,T,UNK,T,OL,71.0,RES,reserve,0,1972-04-17,30.0,79.0,322.0,36.27078993751002,,7.0,1995.0,1995.0,JAX,2.0,1.0,0,0,1,1,1
2002_HST_00-0019809,2002,HST,HOU,HOU,00-0019809,,EVA793485,32004556-4179-3485-3c07-11acd2c4c217,Troy Evans,Troy,Evans,Troy,ILB,UNK,ILB,LB,54.0,ACT,active,1,1977-12-03,24.0,75.0,243.0,30.3696,,1.0,2001.0,2001.0,,,,0,1,0,0,0
2002_HST_00-0020433,2002,HST,HOU,HOU,00-0020433,,BLA389317,3200424c-4138-9317-89db-a926f0911000,Willie Blade,Willie,Blade,Willie,DE,UNK,DE,DL,99.0,CUT,cut,0,1979-02-07,23.0,75.0,332.0,41.492622222222224,,1.0,2001.0,2001.0,DAL,93.0,3.0,0,1,0,1,1
2002_IND_00-0020760,2002,IND,IND,IND,00-0020760,,HER826987,32004845-5282-6987-d868-a260e8b8d9a2,Adam Herzing,Adam,Herzing,Adam,WR,UNK,WR,WR,15.0,ACT,active,1,1980-09-23,21.0,74.0,197.0,25.29054054054054,,0.0,2002.0,2002.0,,,,1,1,0,0,0
2002_IND_00-0011075,2002,IND,IND,IND,00-0011075,,MEA457737,32004d45-4145-7737-d93d-05821a7e213f,Adam Meadows,Adam,Meadows,Adam,T,UNK,T,OL,73.0,ACT,active,1,1974-01-25,28.0,77.0,290.0,34.38522516444594,,5.0,1997.0,1997.0,IND,48.0,2.0,0,0,1,1,1
2002_IND_00-0004200,2002,IND,IND,IND,00-0004200,,DEN579801,32004445-4e57-9801-16a7-c9ebe62bb53e,Autry Denson,Autry,Denson,Autry,RB,UNK,RB,RB,20.0,ACT,active,1,1976-12-08,25.0,70.0,203.0,29.124285714285715,,3.0,1999.0,1999.0,TB,233.0,8.0,0,0,0,1,0
2002_IND_00-0014530,2002,IND,IND,IND,00-0014530,,SCI566807,32005343-4956-6807-2ad2-c57d1f8ca92a,Brad Scioli,Brad,Scioli,Brad,DE,UNK,DE,DL,99.0,ACT,active,1,1976-09-06,25.0,75.0,280.0,34.99377777777778,,3.0,1999.0,1999.0,IND,138.0,5.0,0,0,0,1,0
2002_IND_00-0020365,2002,IND,IND,IND,00-0020365,,LEI263360,32004c45-4926-3360-3327-924a4565b23c,Brian Leigeb,Brian,Leigeb,Brian,FS,UNK,FS,DB,40.0,ACT,active,1,1978-10-02,23.0,74.0,207.0,26.574324324324323,,1.0,2001.0,2001.0,,,,0,1,0,0,0
2002_IND_00-0007834,2002,IND,IND,IND,00-0007834,,HUA252861,32004855-4125-2861-7905-f76d0d33473c,Brock Huard,Brock,Huard,Brock,QB,UNK,QB,QB,7.0,ACT,active,1,1976-04-15,26.0,76.0,232.0,28.23684210526316,,3.0,1999.0,1999.0,SEA,77.0,3.0,0,0,0,1,1
2002_IND_00-0001707,2002,IND,IND,IND,00-0001707,,BRA690403,32004252-4169-0403-ed8c-12eadc4cf7c9,Chad Bratzke,Chad,Bratzke,Chad,DE,UNK,DE,DL,92.0,ACT,active,1,1971-09-15,30.0,77.0,270.0,32.01383032551864,,8.0,1994.0,1994.0,NYG,155.0,5.0,0,0,1,1,0
